更新时间,#genre#
CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9885&tk=f6cc1e0a0e1a$LR•IPV4『线路144』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0078&tk=b53028476470$LR•IPV4『线路334』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3300&tk=e503191f8e20$LR•IPV4『线路397』
CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2630&tk=a0c4f6cfaba3
CCTV4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5619&tk=b53028476470$LR•IPV4『线路363』
CCTV2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2151&tk=e503191f8e20$LR•IPV4『线路325』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2633&tk=a0c4f6cfaba3$LR•IPV4『线路185』
CCTV2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7862&tk=b53028476470$LR•IPV4『线路387』
CCTV2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4937&tk=b53028476470
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3300&tk=e503191f8e20$LR•IPV4『线路326』
CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0763&tk=7877e7cc41c7$LR•IPV4『线路136』
CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9441&tk=a0c4f6cfaba3$LR•IPV4『线路161』
CCTV2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1094&tk=e503191f8e20$LR•IPV4『线路349』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8926&tk=b53028476470
CCTV2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4070&tk=e640d0a1bf70$LR•IPV4『线路431』
CCTV2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2159&tk=f6cc1e0a0e1a$LR•IPV4『线路157』
CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3827&tk=e503191f8e20$LR•IPV4『线路409』
CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5752&tk=f6cc1e0a0e1a$LR•IPV4『线路142』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8619&tk=e503191f8e20$LR•IPV4『线路362』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5789&tk=97475bb89d45
CCTV2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7014&tk=7877e7cc41c7$LR•IPV4『线路147』
